MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3), PM2.5 Particulate (ug/m3)
2019-02-26,3177.45,2455.32,7327.55,1238.5,701.0
2019-02-27,3512.53,2402.93,7788.88,1540.35,1022.0
2019-02-28,755.15,1145.82,2303.75,747.65,514.0
2019-03-01,1295.9,1478.9,3465.7,866.95,463.0
2019-03-02,527.02,740.15,1548.5,453.6,187.0
2019-03-03,212.18,339.8,665.35,294.3,120.0
2019-03-04,550.95,717.22,1562.07,277.5,76.0
2019-03-05,739.75,954.62,2088.95,384.45,136.0
2019-03-06,782.55,925.88,2125.7,448.35,201.0
2019-03-07,351.05,487.08,1024.97,278.85,120.0
2019-03-08,921.48,1053.79,2466.61,417.45,136.0
2019-03-09,666.82,771.05,1793.47,565.1,200.0
2019-03-10,373.95,525.38,1098.88,349.45,105.0
2019-03-11,1272.63,1061.07,3012.3,416.52,84.0
2019-03-12,877.2,824.5,2169.32,233.0,83.0
2019-03-13,752.1,703.45,1856.22,438.68,151.0
2019-03-14,399.98,639.12,1252.32,339.95,108.0
2019-03-15,363.18,494.82,1052.05,204.2,74.0
2019-03-16,237.88,328.55,693.38,316.65,124.0
2019-03-17,345.02,543.15,1072.28,186.53,83.0
2019-03-18,1099.53,1446.28,3132.35,483.8,178.0
2019-03-19,1006.62,1221.12,2764.32,520.1,273.0
2019-03-20,783.15,1017.48,2218.29,442.68,245.0
2019-03-21,1169.32,1264.78,3057.73,482.35,230.0
2019-03-22,992.58,1194.0,2715.75,472.55,330.0
2019-03-23,321.88,841.92,1335.35,455.8,322.0
2019-03-24,621.88,1170.8,2124.48,479.5,335.0
2019-03-25,419.72,930.68,1574.15,400.4,150.0
2019-03-26,1222.4,1670.6,3545.0,716.65,365.0
2019-03-27,1248.03,1752.88,3666.48,676.9,338.0
2019-03-28,1186.5,1711.78,3531.08,779.0,436.0
2019-03-29,1377.35,1869.32,3981.25,928.95,632.0
2019-03-30,975.87,1444.28,2940.35,1154.95,911.0
2019-03-31,86.45,460.0,592.25,789.8,574.0
2019-04-01,263.32,759.65,1163.38,573.7,220.0
2019-04-02,1070.62,1305.72,2947.38,689.35,415.0
2019-04-03,1462.45,1637.92,3880.42,551.6,317.0
2019-04-04,690.3,1012.6,2071.15,359.08,146.0
2019-04-05,427.5,884.53,1540.1,522.85,265.0
2019-04-06,153.1,643.35,877.98,538.25,392.0
2019-04-07,267.68,675.85,1086.38,1173.95,1036.0
2019-04-08,1154.68,1582.28,3352.38,1408.55,1057.0
2019-04-09,284.1,939.42,1374.88,1793.45,761.0
2019-04-10,171.6,534.0,797.3,482.5,238.0
2019-04-11,369.72,882.8,1450.0,427.3,225.0
2019-04-12,711.32,1130.18,2220.75,500.45,277.0
2019-04-13,326.8,938.3,1439.52,410.0,265.0
2019-04-14,255.1,809.45,1200.6,539.85,384.0
2019-04-15,328.72,997.98,1502.02,996.7,730.0
2019-04-16,1191.33,1933.18,3759.85,1513.65,1133.0
2019-04-17,874.25,1418.61,2758.79,1398.15,1081.0
2019-04-18,368.8,1269.03,1834.45,1334.05,1079.0
2019-04-19,406.33,1375.65,1998.58,978.05,739.0
2019-04-20,333.2,1199.5,1710.28,869.8,656.0
2019-04-21,201.82,1149.82,1459.45,951.55,710.0
2019-04-22,240.2,1330.3,1698.55,1275.6,1069.0
2019-04-23,375.48,1554.73,2130.18,1194.55,836.0
2019-04-24,729.9,1264.25,2383.55,859.1,480.0
2019-04-25,769.2,1209.73,2389.12,3173.51,132.0
2019-04-26,809.08,1152.38,2392.7,477.14,155.0
2019-04-27,429.8,576.42,1235.47,400.1,133.0
2019-04-28,233.68,583.5,941.85,312.5,127.0
2019-04-29,430.58,1069.12,1729.15,461.2,308.0
2019-04-30,620.72,1217.1,2168.98,619.1,381.0
2019-05-01,973.78,1484.82,2977.65,625.85,334.0
2019-05-02,915.46,1235.04,2638.81,415.72,174.5
2019-05-03,1001.08,1234.25,2769.12,477.05,245.0
2019-05-04,255.67,523.0,914.92,293.9,92.0
2019-05-05,406.75,833.8,1457.85,452.2,173.0
2019-05-06,497.25,918.13,1680.5,327.45,137.0
2019-05-07,1288.2,1583.55,3558.88,513.35,201.0
2019-05-08,835.48,1129.12,2409.98,446.0,127.0
2019-05-09,1237.43,1389.15,3286.45,415.2,182.0
2019-05-10,1074.0,1467.38,3114.05,496.3,231.0
2019-05-11,471.08,926.12,1648.8,474.4,324.0
2019-05-12,399.6,837.35,1450.28,340.65,150.0
2019-05-13,496.5,918.48,1679.85,343.05,105.0
2019-05-14,337.38,779.72,1297.05,393.25,164.0
2019-05-15,338.55,969.03,1488.12,618.35,320.0
2019-05-16,274.08,766.05,1186.52,510.65,249.0
2019-05-17,236.94,767.3,1130.25,539.95,259.0
2019-05-18,712.8,1361.55,2454.45,658.05,454.0
2019-05-19,783.82,1435.65,2637.53,705.95,489.0
2019-05-20,745.72,1385.78,2529.05,588.95,387.0
2019-05-21,652.35,1215.18,2215.82,426.3,199.0
2019-05-22,815.08,1426.9,2676.7,427.7,174.0
2019-05-23,1028.62,1507.48,3084.83,869.05,187.0
2019-05-24,838.98,1343.8,2629.98,621.05,249.0
2019-05-25,550.65,927.95,1772.6,553.75,203.0
2019-05-26,281.6,444.28,876.0,457.7,197.0
2019-05-27,316.05,538.48,1023.2,294.4,201.0
2019-05-28,671.91,921.58,1952.06,270.48,178.0
2019-05-29,851.31,1033.09,2338.5,352.05,248.0
2019-05-30,588.9,675.0,1577.72,379.3,257.0
2019-05-31,829.28,861.82,2133.5,286.25,210.0
2019-06-01,680.92,1054.15,2097.78,329.35,257.0
2019-06-02,274.25,580.62,1001.0,311.9,263.0
2019-06-03,528.17,725.53,1535.3,392.7,248.0
2019-06-04,639.0,1022.4,2001.95,410.0,290.0
2019-06-05,784.53,954.25,2157.05,346.8,264.0
2019-06-06,737.85,987.75,2119.12,311.55,200.0
2019-06-07,498.57,961.21,1725.68,388.88,288.0
2019-06-08,413.17,453.25,1086.93,376.35,218.0
2019-06-09,460.65,717.12,1423.48,374.08,197.0
2019-06-10,696.35,1048.5,2116.33,368.06,208.0
2019-06-11,711.39,885.84,1976.45,377.91,217.5
2019-06-12,519.4,974.72,1771.45,356.01,232.0
2019-06-13,743.55,965.03,2105.03,411.74,278.0
2019-06-14,757.88,1044.18,2206.08,434.72,259.0
2019-06-15,615.3,962.95,1906.43,397.95,242.0
2019-06-16,342.58,516.62,1041.78,388.68,258.0
2019-06-17,625.48,909.72,1868.6,429.65,267.0
2019-06-18,743.98,1241.97,2382.57,454.63,338.0
2019-06-19,857.3,1180.93,2495.38,545.61,440.0
2019-06-20,661.42,841.72,1855.55,406.84,261.0
2019-06-21,863.75,1109.07,2433.68,423.32,221.0
2019-06-22,505.3,983.28,1758.15,398.05,252.0
2019-06-23,135.18,745.42,952.62,639.03,595.0
2019-06-24,913.15,1482.42,2882.62,627.25,559.0
2019-06-25,429.85,973.18,1632.35,539.48,480.0
2019-06-26,124.52,367.67,558.8,448.96,344.0
2019-06-27,156.54,340.01,580.21,474.19,251.5
2019-06-28,188.5,488.2,777.1,564.42,244.0
2019-06-29,409.12,1222.65,1849.83,555.9,403.0
2019-06-30,294.8,479.8,931.95,441.12,192.0
2019-07-01,605.35,809.15,1737.3,396.85,127.0
2019-07-02,439.6,689.47,1363.7,451.96,164.0
2019-07-03,331.28,734.5,1242.08,445.31,186.0
2019-07-04,655.02,1221.75,2225.88,468.04,182.0
2019-07-05,683.15,1336.45,2383.75,571.89,247.0
2019-07-06,316.35,628.45,1113.47,440.99,172.0
2019-07-07,315.05,574.67,1057.65,443.85,165.5
2019-07-08,627.4,1064.93,2026.55,453.58,163.0
2019-07-09,769.58,1276.18,2456.48,547.8,199.0
2019-07-10,682.25,1049.65,2095.65,548.53,274.5
2019-07-11,975.44,1263.1,2758.42,458.39,203.5
2019-07-12,572.15,807.05,1684.42,410.74,139.5
2019-07-13,279.33,564.42,992.87,388.59,143.0
2019-07-14,137.38,392.35,603.03,375.7,141.0
2019-07-15,269.1,574.05,986.87,358.8,90.5
2019-07-16,668.16,1139.81,2164.44,481.28,210.0
2019-07-17,660.08,1192.25,2204.48,532.51,277.0
2019-07-18,750.92,959.95,2111.28,464.73,208.0
2019-07-19,883.29,1040.05,2394.24,445.21,180.0
2019-07-20,468.4,606.6,1324.72,369.94,100.0
2019-07-21,378.22,530.5,1110.68,392.17,147.0
2019-07-22,587.5,710.55,1611.38,489.9,225.0
2019-07-23,487.62,1084.25,1831.75,576.63,273.0
2019-07-24,633.98,1215.68,2187.45,536.1,270.0
2019-07-25,610.64,1746.08,2682.38,631.58,335.0
2019-07-26,918.96,1320.83,2729.89,588.44,272.5
2019-07-27,644.82,937.0,1925.72,409.79,181.0
2019-07-28,343.8,553.53,1080.55,398.77,170.0
2019-07-29,679.9,1125.6,2168.05,437.75,156.0
2019-07-30,470.95,775.52,1497.48,535.47,202.5
2019-07-31,514.05,686.58,1474.68,448.45,197.08
2019-08-01,712.42,1108.7,2200.92,472.93,176.7
2019-08-02,290.98,746.58,1192.55,492.41,195.72
2019-08-03,455.55,1006.53,1704.88,432.89,186.0
2019-08-04,352.18,857.23,1397.18,446.12,202.0
2019-08-05,623.05,863.0,1818.25,471.59,184.0
2019-08-06,531.92,688.38,1503.92,570.32,387.0
2019-08-07,571.24,739.42,1615.44,456.8,141.0
2019-08-08,735.3,1010.97,2138.42,439.78,148.0
2019-08-09,369.83,600.88,1168.03,494.26,226.0
2019-08-10,242.27,332.44,704.05,609.99,295.0
2019-08-11,274.85,433.38,854.68,510.46,213.0
2019-08-12,955.25,1145.08,2609.65,449.44,220.0
2019-08-13,695.2,933.8,1999.68,418.92,165.0
2019-08-14,760.65,1028.65,2195.15,425.15,202.0
2019-08-15,512.25,731.85,1517.3,448.63,198.0
2019-08-16,706.95,863.2,1947.05,473.61,232.0
2019-08-17,399.22,541.95,1154.05,474.84,250.0
2019-08-18,315.87,461.22,945.65,461.56,224.0
2019-08-19,492.86,678.01,1433.71,495.29,180.0
2019-08-20,430.27,804.86,1465.09,482.27,201.0
2019-08-21,606.27,1035.7,1965.57,540.25,265.0
2019-08-22,582.36,957.87,1850.89,476.48,188.0
2019-08-23,694.02,1122.59,2186.55,476.21,219.0
2019-08-24,447.99,1234.58,1921.67,589.43,547.0
2019-08-25,349.6,1231.43,1767.49,611.91,729.0
2019-08-26,332.72,1177.18,1687.31,553.39,487.0
2019-08-27,482.2,1406.73,2146.31,637.74,518.5
2019-08-28,490.92,834.53,1587.05,434.35,179.0
2019-08-29,516.64,806.3,1598.21,431.08,149.0
2019-08-30,632.07,929.41,1898.84,500.8,184.0
2019-08-31,490.28,765.3,1517.3,461.28,208.0
2019-09-01,437.85,744.23,1415.45,396.76,137.0
2019-09-02,695.88,938.12,2004.6,451.49,150.0
2019-09-03,511.66,700.14,1484.83,426.72,98.0
2019-09-04,513.51,689.33,1476.7,394.95,138.0
2019-09-05,663.18,962.25,1979.25,435.17,128.0
2019-09-06,781.91,970.86,2169.7,454.65,157.0
2019-09-07,373.97,671.12,1244.68,411.38,161.0
2019-09-08,524.17,996.22,1800.04,413.86,183.0
2019-09-09,935.28,1410.38,2844.5,433.34,210.0
2019-09-10,1260.32,1231.88,3164.5,479.82,240.0
2019-09-11,524.0,600.32,1403.82,408.79,132.0
2019-09-12,579.5,593.58,1482.3,437.02,149.0
2019-09-13,304.85,680.52,1148.23,423.25,153.0
2019-09-14,653.76,1157.99,2160.89,450.98,249.0
2019-09-15,359.93,872.36,1424.58,416.21,201.0
2019-09-16,580.4,803.1,1693.45,460.19,279.0
2019-09-17,325.39,743.47,1242.77,440.41,168.0
2019-09-18,641.23,966.62,1950.36,503.14,190.0
2019-09-19,751.83,1138.25,2291.12,503.87,193.0
2019-09-20,453.1,998.42,1693.52,540.1,231.0
2019-09-21,361.37,1139.46,1693.83,542.83,303.0
2019-09-22,475.76,936.53,1666.37,438.56,186.0
2019-09-23,645.31,856.39,1846.14,409.03,121.0
2019-09-24,882.8,921.53,2275.53,402.76,135.0
2019-09-25,597.09,773.93,1689.62,377.49,117.0
2019-09-26,560.81,726.82,1586.74,446.22,160.0
2019-09-27,604.83,759.76,1687.43,476.45,168.0
2019-09-28,484.35,665.95,1408.75,420.18,101.0
2019-09-29,375.29,528.29,1103.77,335.9,102.0
2019-09-30,1042.16,1053.16,2651.03,403.13,124.0
2019-10-01,855.43,967.04,2278.81,449.61,164.0
2019-10-02,1071.18,1191.48,2833.92,437.09,161.0
2019-10-03,1469.55,1305.68,3558.94,469.57,229.0
2019-10-04,927.53,1023.02,2445.1,554.8,217.0
2019-10-05,946.78,1185.3,2636.9,468.77,302.0
2019-10-06,345.32,596.43,1125.9,388.5,173.0
2019-10-07,1078.82,936.4,2590.62,413.98,142.0
2019-10-08,589.48,662.53,1566.7,551.46,202.0
2019-10-09,560.9,643.48,1503.08,440.19,114.0
2019-10-10,574.24,647.79,1527.87,492.92,150.0
2019-10-11,472.5,557.09,1281.92,390.4,150.0
2019-10-12,995.02,1217.97,2743.66,352.62,100.0
2019-10-13,412.3,680.58,1312.72,390.85,123.0
2019-10-14,720.3,977.0,2081.75,429.58,153.0
2019-10-15,1211.97,1147.22,3005.35,439.06,153.0
2019-10-16,1099.41,1148.61,2834.65,456.54,128.0
2019-10-17,1276.5,1467.97,3425.02,386.77,46.0
2019-10-18,577.42,782.35,1667.62,453.24,98.0
2019-10-19,760.28,974.6,2140.45,410.47,102.0
2019-10-20,448.57,674.57,1362.22,419.2,179.0
2019-10-21,486.62,824.42,1570.45,424.68,87.0
2019-10-22,1902.68,1519.42,4437.25,509.16,236.0
2019-10-23,1386.58,1339.02,3464.82,545.64,351.0
2019-10-24,1594.78,1354.92,3800.42,545.36,435.0
2019-10-25,731.1,786.1,1907.2,409.84,96.0
2019-10-26,358.08,573.28,1122.55,424.07,137.0
2019-10-27,1148.18,1205.47,2966.05,498.05,327.0
2019-10-28,1299.0,1253.02,3244.6,632.03,551.0
2019-10-29,327.38,966.92,1468.8,406.76,76.0
2019-10-30,338.18,922.88,1441.17,525.48,314.0
2019-10-31,993.1,1186.93,2709.6,691.09,647.0
2019-11-01,906.47,1135.4,2525.25,392.94,181.0
2019-11-02,321.75,417.72,910.94,433.92,140.0
2019-11-03,696.25,895.47,1963.47,440.15,169.0
2019-11-04,1793.1,1601.92,4351.58,439.38,192.0
2019-11-05,786.4,1129.4,2335.05,508.35,244.0
2019-11-06,1508.14,1399.05,3711.55,578.83,337.0
2019-11-07,1062.1,1112.82,2741.45,413.31,113.0
2019-11-08,2098.18,1625.22,4842.4,563.04,311.0
2019-11-09,970.0,1120.85,2608.3,442.02,243.0
2019-11-10,828.38,1009.25,2279.55,511.75,399.0
2019-11-11,669.14,875.31,1901.36,446.47,182.0
2019-11-12,619.4,747.9,1697.9,422.7,97.0
2019-11-13,1221.2,1236.33,3108.7,514.68,168.0
2019-11-14,1143.53,1499.48,3252.88,389.66,134.0
2019-11-15,459.1,904.38,1608.22,488.14,249.0
2019-11-16,1195.38,1160.97,2993.75,487.37,287.0
2019-11-17,2648.92,1557.3,5618.8,708.09,708.0
2019-11-18,1990.75,1591.85,4644.45,575.32,211.0
2019-11-19,2449.43,1726.25,5482.08,612.3,355.0
2019-11-20,777.88,1055.1,2248.12,550.53,261.0
2019-11-21,507.1,822.3,1599.78,625.51,499.0
2019-11-22,742.72,1151.8,2290.9,489.49,164.0
2019-11-23,665.45,1024.42,2044.3,514.96,270.0
2019-11-24,1301.1,1060.73,3055.6,537.44,322.0
2019-11-25,1119.12,1146.53,2862.4,447.92,143.0
2019-11-26,985.77,1246.43,2758.0,464.65,126.0
2019-11-27,1203.57,1401.6,3247.1,448.13,126.0
2019-11-28,1009.45,1109.51,2657.32,501.11,204.0
2019-11-29,2742.1,1819.35,6023.95,649.83,361.0
2019-11-30,1301.8,1521.4,3517.82,559.56,422.0
2019-12-01,375.33,886.65,1462.13,461.54,197.0
2019-12-02,2696.73,1999.98,6135.28,637.52,554.0
2019-12-03,2311.82,1966.25,5511.0,589.0,351.0
2019-12-04,3972.95,2244.9,8336.42,661.23,595.0
2019-12-05,1757.05,1292.22,3986.25,601.46,471.0
2019-12-06,372.45,549.78,1120.65,422.68,154.0
2019-12-07,499.75,693.22,1459.4,493.66,177.0
2019-12-08,219.98,317.2,654.6,495.39,175.0
2019-12-09,918.97,1085.75,2494.85,575.62,230.0
2019-12-10,669.05,855.25,1880.98,510.6,209.0
2019-12-11,1398.89,1432.93,3577.5,465.58,169.5
2019-12-12,1025.21,1285.02,2856.78,445.8,65.0
2019-12-13,628.02,791.0,1753.62,545.03,179.0
2019-12-14,486.35,743.82,1489.92,523.51,188.0
2019-12-15,371.17,595.62,1164.62,487.49,193.0
2019-12-16,1576.38,1765.6,4182.75,492.22,245.0
2019-12-17,1518.68,1761.28,4089.85,463.95,352.0
2019-12-18,1133.59,1425.55,3163.55,463.92,269.5
2019-12-19,754.55,955.85,2112.65,544.4,314.0
2019-12-20,1042.12,1290.22,2888.23,401.38,219.0
2019-12-21,652.55,950.78,1951.45,441.36,198.0
2019-12-22,436.27,655.82,1324.75,466.84,232.0
2019-12-23,833.9,1022.42,2300.85,537.07,225.0
2019-12-24,386.15,620.4,1212.05,528.79,265.0
2019-12-25,863.22,846.55,2170.22,496.02,301.0
2019-12-26,281.58,590.72,1022.55,488.25,248.0
2019-12-27,1563.02,1295.35,3691.5,582.23,419.0
2019-12-28,1188.4,1299.97,3121.92,570.96,457.0
2019-12-29,934.65,1032.95,2466.25,554.44,512.0
2019-12-30,2191.18,1501.02,4860.83,631.91,572.0
2019-12-31,702.08,1045.15,2121.58,672.89,638.0
2020-01-01,1037.23,1295.65,2886.4,781.12,966.0
2020-01-02,596.05,817.15,1731.38,502.35,280.0
2020-01-03,748.76,1083.55,2231.59,513.2,236.5
2020-01-04,690.3,965.58,2023.7,470.56,204.0
2020-01-05,334.3,602.12,1114.72,403.53,131.0
2020-01-06,556.1,774.15,1626.82,485.01,161.0
2020-01-07,618.12,855.32,1802.98,551.74,190.0
2020-01-08,1074.2,1076.85,2723.72,627.22,248.0
2020-01-09,519.05,723.75,1519.62,442.95,139.0
2020-01-10,1225.25,1475.25,3353.85,487.43,225.0
2020-01-11,369.48,568.17,1134.8,515.65,147.0
2020-01-12,316.58,478.85,964.15,429.13,107.0
2020-01-13,606.65,848.0,1778.12,487.86,118.0
2020-01-14,558.42,681.4,1537.88,486.59,107.0
2020-01-15,797.73,1022.25,2245.78,467.07,144.0
2020-01-16,722.97,962.95,2071.38,484.05,146.0
2020-01-17,698.79,985.08,2056.28,452.27,135.0
2020-01-18,1873.33,1700.83,4573.2,589.0,284.0
2020-01-19,1988.88,1812.4,4861.88,621.98,464.0
2020-01-20,3006.8,2101.15,6711.48,769.96,612.0
2020-01-21,3712.28,2189.35,7881.6,720.19,711.0
2020-01-22,2739.42,1840.42,6041.35,731.17,748.0
2020-01-23,944.95,1415.48,2864.02,541.89,433.0
2020-01-24,1777.78,1599.98,4325.62,550.12,371.0
2020-01-25,1162.08,1231.82,3013.88,635.35,568.0
2020-01-26,467.45,738.42,1455.32,575.33,313.0
2020-01-27,857.22,1074.48,2388.8,442.81,95.0
2020-01-28,438.2,694.85,1366.75,436.29,119.0
2020-01-29,484.57,714.2,1457.18,547.27,136.0
2020-01-30,667.25,895.3,1918.22,438.49,102.0
2020-01-31,471.17,629.67,1351.98,386.72,51.0
2020-02-01,293.4,427.62,877.25,512.45,161.0
2020-02-02,249.8,456.5,839.4,567.43,189.0
2020-02-03,524.2,761.15,1565.17,588.41,178.0
2020-02-04,696.35,1027.57,2095.52,540.64,169.0
2020-02-05,2379.9,1938.78,5588.35,719.36,412.0
2020-02-06,2656.45,2075.28,6148.35,688.59,428.0
2020-02-07,1338.72,1501.5,3554.3,684.82,496.0
2020-02-08,623.8,887.62,1844.05,572.05,191.0
2020-02-09,124.98,185.95,377.75,531.53,110.0
2020-02-10,329.7,447.8,953.38,480.51,171.0
2020-02-11,374.43,517.95,1091.82,543.48,166.0
2020-02-12,723.1,972.01,2080.51,476.46,83.5
2020-02-13,750.18,1107.9,2258.23,418.94,108.0
2020-02-14,1027.08,1130.0,2705.0,581.92,213.0
2020-02-15,289.84,383.26,827.48,434.27,93.0
2020-02-16,204.3,321.98,635.4,389.88,102.0
2020-02-17,396.82,584.67,1193.15,506.85,154.0
2020-02-18,491.9,682.53,1436.82,455.33,130.0
2020-02-19,591.67,844.15,1751.38,471.06,132.0
2020-02-20,436.77,713.05,1382.78,401.04,75.0
2020-02-21,336.65,516.88,1033.03,537.02,148.0
2020-02-22,265.08,391.45,797.78,518.5,156.0
2020-02-23,375.3,638.83,1214.3,451.22,84.0
2020-02-24,327.25,488.68,990.35,390.45,53.0
2020-02-25,538.62,686.62,1512.22,430.43,64.0
2020-02-26,747.36,984.95,2130.79,469.91,91.0
2020-02-27,820.1,1272.05,2529.78,461.64,110.0
2020-02-28,689.18,1015.37,2071.62,434.87,102.0
2020-02-29,374.55,500.42,1074.72,514.09,183.0
2020-03-01,300.98,462.68,924.3,435.57,88.0
2020-03-02,665.78,1043.65,2064.22,469.3,128.0
2020-03-03,1027.95,1278.15,2854.3,540.03,155.0
2020-03-04,1019.68,1428.52,2991.92,509.76,181.0
2020-03-05,234.5,698.6,1058.07,513.74,217.0
2020-03-06,1600.38,1731.88,4185.95,676.96,361.0
2020-03-07,483.27,831.22,1572.32,573.44,227.0
2020-03-08,253.65,408.05,797.02,449.92,153.0
2020-03-09,608.9,757.1,1690.7,504.15,144.0
2020-03-10,340.05,441.75,963.1,422.63,51.0
2020-03-11,414.29,561.96,1197.49,446.86,84.0
2020-03-12,366.18,470.68,1032.03,501.83,148.0
2020-03-13,764.45,987.5,2159.62,551.06,153.0
2020-03-14,567.02,873.18,1742.5,495.04,119.0
2020-03-15,368.05,683.6,1247.82,451.02,147.0
2020-03-16,1075.9,1413.88,3063.42,571.5,210.0
2020-03-17,474.8,761.28,1489.5,557.73,143.0
2020-03-18,446.08,613.0,1296.75,534.2,187.0
2020-03-19,269.12,702.88,1115.65,544.43,246.0
2020-03-20,146.85,421.22,646.3,477.41,100.0
2020-03-21,172.05,473.42,737.2,557.14,152.0
2020-03-22,134.3,505.18,711.3,523.87,205.0
2020-03-23,468.48,1091.18,1809.7,531.6,277.0
2020-03-24,662.7,1294.75,2310.85,561.08,283.0
2020-03-25,582.28,1253.35,2146.2,634.3,409.0
2020-03-26,353.88,960.3,1502.93,742.53,604.0
2020-03-27,211.2,644.15,967.25,736.26,636.0
2020-03-28,55.85,254.37,339.93,572.74,320.0
2020-03-29,54.85,158.1,242.0,460.72,123.0
2020-03-30,246.18,539.88,917.47,473.95,96.0
2020-03-31,186.58,609.28,895.54,512.42,150.0
2020-04-01,772.22,1210.42,2394.55,556.15,200.0
2020-04-02,389.7,737.58,1335.12,487.13,94.0
2020-04-03,601.45,1002.28,1924.58,561.86,196.0
2020-04-04,356.43,827.75,1374.18,514.34,169.0
2020-04-05,188.58,572.85,862.08,510.57,179.0
2020-04-06,401.68,839.82,1455.82,556.04,189.0
2020-04-07,554.35,1066.62,1916.68,638.77,327.0
2020-04-08,358.47,1339.42,1889.21,951.5,878.0
2020-04-09,245.58,1033.1,1409.8,942.98,1054.0
2020-04-10,123.51,779.99,969.1,821.21,739.0
2020-04-11,271.34,909.1,1325.03,735.69,479.0
2020-04-12,125.27,570.06,762.03,659.91,462.0
2020-04-13,74.13,205.57,319.28,531.39,160.0
2020-04-14,187.34,577.83,865.34,512.37,174.0
2020-04-15,316.15,936.97,1421.8,653.85,366.0
2020-04-16,400.4,1239.78,1853.68,914.58,835.0
2020-04-17,146.55,516.33,740.95,640.06,215.0
2020-04-18,198.35,600.15,904.15,760.03,336.0
2020-04-19,118.8,474.65,656.85,609.26,229.0
2020-04-20,134.73,439.68,646.3,648.99,172.0
2020-04-21,126.8,473.02,667.7,727.22,192.0
2020-04-22,139.55,562.12,776.23,738.14,281.0
2020-04-23,183.5,790.7,1072.5,837.75,394.0
2020-04-24,244.4,928.98,1303.63,961.05,533.0
2020-04-25,138.72,521.83,734.35,461.3,199.0
